date,transactions,sales,sales_transactions,cash_sales,cashless_transactions,cashless_kind,cashless_sales,cashless_sales_kind,customers,Customer_unit_price,store_horiday
2021/06/13,83,77438,55,48043,28,選択なし(3)/交通系IC(15)/iD(3)/MASTER(4)/QUICPay(2)/JCB(1),29394,選択なし(4093)/交通系IC(14774)/iD(3045)/MASTER(5541)/QUICPay(1191)/JCB(750),83,933,0
2021/06/14,0,0,0,0,0,,0,,0,0,1
2021/06/15,68,51629,38,26097,30,MASTER(8)/WAON(2)/交通系IC(10)/iD(3)/JCB(7),25532,MASTER(6571)/WAON(1261)/交通系IC(7992)/iD(2887)/JCB(6821),68,759,0
2021/06/16,44,39943,26,26924,18,交通系IC(8)/iD(3)/MASTER(4)/選択なし(1)/JCB(1)/WAON(1),13019,交通系IC(6809)/iD(1292)/MASTER(3301)/選択なし(335)/JCB(681)/WAON(601),44,908,0
2021/06/17,74,54734,49,33853,25,MASTER(5)/QUICPay(1)/交通系IC(14)/iD(3)/JCB(2),20881,MASTER(4088)/QUICPay(625)/交通系IC(12040)/iD(2116)/JCB(2012),74,740,0
2021/06/18,72,57368,54,44793,18,JCB(1)/交通系IC(11)/WAON(1)/iD(2)/QUICPay(1)/MASTER(2),12574,JCB(884)/交通系IC(7205)/WAON(611)/iD(1771)/QUICPay(661)/MASTER(1442),72,797,0
2021/06/19,78,83203,49,47500,29,交通系IC(14)/MASTER(9)/JCB(2)/WAON(2)/選択なし(1)/QUICPay(1),35703,交通系IC(13991)/MASTER(11528)/JCB(5030)/WAON(2465)/選択なし(1738)/QUICPay(951),78,1067,0
2021/06/20,0,0,0,0,0,,0,,0,0,1
2021/06/21,0,0,0,0,0,,0,,0,0,1
2021/06/22,81,66736,56,45714,25,JCB(2)/選択なし(1)/交通系IC(15)/iD(2)/MASTER(5),21023,JCB(1981)/選択なし(1196)/交通系IC(10830)/iD(1242)/MASTER(5774),81,824,0
2021/06/23,70,60354,38,34179,32,交通系IC(15)/MASTER(8)/JCB(6)/iD(1)/WAON(1)/QUICPay(1),26175,交通系IC(10529)/MASTER(6513)/JCB(7166)/iD(471)/WAON(961)/QUICPay(535),70,862,0
2021/06/24,66,53842,47,38234,19,MASTER(4)/交通系IC(10)/iD(2)/JCB(2)/QUICPay(1),15608,MASTER(3809)/交通系IC(6981)/iD(1232)/JCB(1645)/QUICPay(1941),66,816,0
2021/06/25,61,50356,40,30632,21,MASTER(8)/交通系IC(8)/iD(1)/JCB(3)/WAON(1),19724,MASTER(8024)/交通系IC(7487)/iD(590)/JCB(3232)/WAON(391),61,826,0
2021/06/26,96,95388,57,56464,39,iD(6)/JCB(6)/交通系IC(15)/選択なし(4)/MASTER(7)/WAON(1),38924,iD(3912)/JCB(4940)/交通系IC(13841)/選択なし(3106)/MASTER(11754)/WAON(1371),96,994,0
2021/06/27,83,82412,46,47457,37,iD(2)/交通系IC(21)/JCB(4)/MASTER(9)/選択なし(1),34954,iD(2041)/交通系IC(15676)/JCB(4201)/MASTER(11195)/選択なし(1841),83,993,0
2021/06/28,0,0,0,0,0,,0,,0,0,1
2021/06/29,61,46732,45,32662,16,iD(3)/交通系IC(9)/JCB(2)/MASTER(1)/WAON(1),14070,iD(1587)/交通系IC(6901)/JCB(3779)/MASTER(541)/WAON(1262),61,766,0
2021/06/30,77,54703,50,36169,27,交通系IC(14)/iD(2)/MASTER(7)/WAON(1)/JCB(3),18535,交通系IC(6972)/iD(1131)/MASTER(7518)/WAON(1452)/JCB(1462),77,710,0
2021/07/1,38,31088,26,21704,12,交通系IC(7)/MASTER(2)/選択なし(1)/WAON(1)/JCB(1),9384,交通系IC(4478)/MASTER(2523)/選択なし(1547)/WAON(335)/JCB(501),38,818,0
2021/07/2,44,32143,25,17980,19,交通系IC(11)/JCB(2)/MASTER(4)/選択なし(1)/iD(1),14162,交通系IC(6921)/JCB(1977)/MASTER(3002)/選択なし(1252)/iD(1010),44,731,0
2021/07/3,84,78004,51,44910,33,iD(7)/交通系IC(12)/MASTER(8)/選択なし(1)/JCB(5),33094,iD(6650)/交通系IC(10034)/MASTER(9893)/選択なし(796)/JCB(5721),84,929,0
2021/07/4,107,89069,75,60464,32,JCB(2)/交通系IC(16)/iD(2)/選択なし(1)/MASTER(7)/QUICPay(2)/WAON(2),28605,JCB(1072)/交通系IC(11478)/iD(659)/選択なし(711)/MASTER(8627)/QUICPay(2262)/WAON(3796),107,832,0
2021/07/5,0,0,0,0,0,,0,,0,0,1
2021/07/6,79,63516,57,46806,22,MASTER(9)/交通系IC(6)/iD(3)/選択なし(1)/JCB(3),16710,MASTER(6773)/交通系IC(3156)/iD(2031)/選択なし(1462)/JCB(3288),79,804,0
2021/07/7,58,39720,44,31246,14,JCB(3)/交通系IC(7)/MASTER(3)/iD(1),8474,JCB(1352)/交通系IC(3814)/MASTER(2804)/iD(504),58,685,0
2021/07/8,52,41324,27,23655,25,JCB(3)/交通系IC(14)/WAON(1)/MASTER(4)/QUICPay(1)/iD(2),17669,JCB(1422)/交通系IC(9733)/WAON(491)/MASTER(4401)/QUICPay(431)/iD(1191),52,795,0
2021/07/9,50,41319,31,21188,19,交通系IC(8)/選択なし(1)/MASTER(6)/JCB(3)/iD(1),20132,交通系IC(7245)/選択なし(1525)/MASTER(7517)/JCB(3114)/iD(731),50,826,0
2021/07/10,84,84479,46,44703,38,JCB(4)/交通系IC(16)/MASTER(12)/iD(4)/選択なし(1)/QUICPay(1),39776,JCB(4675)/交通系IC(13184)/MASTER(13795)/iD(4390)/選択なし(2201)/QUICPay(1531),84,1006,0
2021/07/11,73,75749,42,42424,31,JCB(2)/iD(3)/MASTER(8)/交通系IC(17)/WAON(1),33326,JCB(983)/iD(2803)/MASTER(10229)/交通系IC(17786)/WAON(1525),73,1038,0
2021/07/12,0,0,0,0,0,,0,,0,0,1
2021/07/13,52,41733,36,26884,16,MASTER(4)/交通系IC(9)/選択なし(1)/iD(2),14848,MASTER(4476)/交通系IC(5936)/選択なし(3171)/iD(1265),52,803,0
2021/07/14,64,50995,33,26774,31,交通系IC(13)/JCB(7)/MASTER(7)/iD(1)/選択なし(3),24221,交通系IC(7165)/JCB(6265)/MASTER(6002)/iD(1075)/選択なし(3714),64,797,0
2021/07/15,53,45459,33,26813,20,JCB(2)/QUICPay(2)/交通系IC(8)/MASTER(4)/iD(4),18647,JCB(1998)/QUICPay(1785)/交通系IC(5594)/MASTER(4986)/iD(4284),53,858,0
2021/07/16,61,41677,41,26517,20,交通系IC(10)/MASTER(2)/iD(5)/JCB(3),15160,交通系IC(6945)/MASTER(2031)/iD(4322)/JCB(1862),61,683,0
2021/07/17,81,76933,47,38803,34,MASTER(14)/iD(2)/選択なし(6)/交通系IC(11)/JCB(1),38130,MASTER(20165)/iD(791)/選択なし(8423)/交通系IC(8520)/JCB(231),81,950,0
2021/07/18,75,71117,49,49286,26,JCB(3)/交通系IC(16)/選択なし(1)/iD(2)/MASTER(3)/QUICPay(1),21833,JCB(2867)/交通系IC(12338)/選択なし(1147)/iD(1951)/MASTER(2709)/QUICPay(821),75,948,0
2021/07/19,0,0,0,0,0,,0,,0,0,1
2021/07/20,53,42869,32,26288,21,QUICPay(1)/MASTER(5)/交通系IC(8)/JCB(4)/iD(2)/WAON(1),16580,QUICPay(473)/MASTER(5943)/交通系IC(3756)/JCB(4075)/iD(1743)/WAON(590),53,809,0
2021/07/21,45,49352,37,38835,8,交通系IC(5)/MASTER(2)/JCB(1),10518,交通系IC(5189)/MASTER(3438)/JCB(1891),45,1097,0
2021/07/22,63,63984,39,38206,24,交通系IC(11)/iD(5)/MASTER(6)/JCB(1)/QUICPay(1),25780,交通系IC(10460)/iD(4373)/MASTER(7733)/JCB(1122)/QUICPay(2092),63,1016,0
2021/07/23,69,65421,39,37147,30,iD(5)/交通系IC(8)/選択なし(3)/MASTER(12)/WAON(1)/JCB(1),28272,iD(4276)/交通系IC(4824)/選択なし(4738)/MASTER(12550)/WAON(673)/JCB(1211),69,948,0
2021/07/24,66,66525,46,46953,20,MASTER(9)/交通系IC(7)/iD(1)/選択なし(2)/JCB(1),19572,MASTER(7689)/交通系IC(5952)/iD(1517)/選択なし(910)/JCB(3504),66,1008,0
2021/07/25,59,59413,42,38085,17,MASTER(5)/iD(2)/交通系IC(8)/WAON(1)/選択なし(1),21329,MASTER(9366)/iD(2245)/交通系IC(5845)/WAON(521)/選択なし(3352),59,1007,0
2021/07/26,0,0,0,0,0,,0,,0,0,1
2021/07/27,64,54844,44,37071,20,MASTER(1)/交通系IC(8)/iD(5)/QUICPay(1)/JCB(4)/選択なし(1),17772,MASTER(200)/交通系IC(5192)/iD(5014)/QUICPay(641)/JCB(5149)/選択なし(1576),64,857,0
2021/07/28,54,48545,36,30696,18,交通系IC(9)/MASTER(5)/JCB(1)/iD(3),17849,交通系IC(7442)/MASTER(6410)/JCB(1431)/iD(2566),54,899,0
2021/07/29,54,51082,37,33121,17,交通系IC(7)/MASTER(3)/JCB(5)/WAON(1)/iD(1),17961,交通系IC(5580)/MASTER(2633)/JCB(8587)/WAON(451)/iD(710),54,946,0
2021/07/30,55,50449,30,25789,25,交通系IC(9)/MASTER(6)/選択なし(1)/QUICPay(1)/iD(4)/WAON(1)/JCB(3),24661,交通系IC(7440)/MASTER(7053)/選択なし(1447)/QUICPay(381)/iD(3781)/WAON(1312)/JCB(3247),55,917,0
2021/07/31,80,91751,47,54367,33,交通系IC(17)/MASTER(11)/選択なし(1)/WAON(2)/iD(2),37385,交通系IC(16039)/MASTER(14142)/選択なし(922)/WAON(3165)/iD(3117),80,1147,0
2021/08/1,0,0,0,0,0,,0,,0,0,1
2021/08/2,0,0,0,0,0,,0,,0,0,1
2021/08/3,0,0,0,0,0,,0,,0,0,1
2021/08/4,0,0,0,0,0,,0,,0,0,1
2021/08/5,0,0,0,0,0,,0,,0,0,1
2021/08/6,57,48624,40,34800,17,iD(3)/選択なし(2)/MASTER(4)/交通系IC(7)/JCB(1),13823,iD(1954)/選択なし(1188)/MASTER(4460)/交通系IC(4200)/JCB(2021),57,853,0
2021/08/7,82,82421,54,52226,28,iD(4)/交通系IC(12)/MASTER(9)/選択なし(1)/JCB(2),30194,iD(2325)/交通系IC(6648)/MASTER(15982)/選択なし(3374)/JCB(1865),82,1005,0
2021/08/8,50,58544,25,25716,25,交通系IC(12)/MASTER(7)/iD(4)/JCB(2),32828,交通系IC(10915)/MASTER(12392)/iD(5573)/JCB(3948),50,1171,0
2021/08/9,0,0,0,0,0,,0,,0,0,1
2021/08/10,41,43936,25,27076,16,交通系IC(8)/MASTER(4)/iD(2)/JCB(2),16859,交通系IC(5927)/MASTER(6274)/iD(2792)/JCB(1866),41,1072,0
2021/08/11,44,39312,27,23007,17,交通系IC(6)/WAON(1)/MASTER(4)/JCB(4)/QUICPay(1)/iD(1),16306,交通系IC(3984)/WAON(2354)/MASTER(4383)/JCB(4303)/QUICPay(541)/iD(741),44,893,0
2021/08/12,66,59940,42,35773,24,交通系IC(10)/JCB(3)/選択なし(1)/MASTER(6)/iD(3)/QUICPay(1),24166,交通系IC(7377)/JCB(4105)/選択なし(1386)/MASTER(7290)/iD(3348)/QUICPay(660),66,908,0
2021/08/13,54,52662,33,27301,21,交通系IC(8)/MASTER(9)/選択なし(3)/JCB(1),25360,交通系IC(4583)/MASTER(13306)/選択なし(5780)/JCB(1691),54,975,0
2021/08/14,71,74083,43,41559,28,iD(5)/MASTER(10)/交通系IC(10)/選択なし(1)/WAON(1)/JCB(1),32525,iD(4206)/MASTER(18163)/交通系IC(8224)/選択なし(541)/WAON(1101)/JCB(290),71,1043,0
2021/08/15,57,57092,36,35351,21,MASTER(5)/交通系IC(10)/iD(3)/選択なし(1)/JCB(1)/QUICPay(1),21741,MASTER(5011)/交通系IC(9517)/iD(3360)/選択なし(1131)/JCB(1421)/QUICPay(1301),57,1002,0
2021/08/16,0,0,0,0,0,,0,,0,0,1
2021/08/17,62,57153,45,41494,17,MASTER(4)/交通系IC(8)/iD(2)/JCB(3),15658,MASTER(5754)/交通系IC(5839)/iD(1501)/JCB(2564),62,922,0
2021/08/18,54,46464,38,33098,16,交通系IC(7)/JCB(2)/MASTER(4)/iD(2)/選択なし(1),13367,交通系IC(4306)/JCB(2102)/MASTER(3981)/iD(1006)/選択なし(1972),54,860,0
2021/08/19,58,43500,39,27486,19,JCB(3)/MASTER(3)/交通系IC(12)/iD(1),16014,JCB(2844)/MASTER(3873)/交通系IC(7875)/iD(1422),58,750,0
2021/08/20,73,63054,47,34198,26,選択なし(3)/交通系IC(8)/MASTER(7)/iD(3)/JCB(4)/QUICPay(1),28856,選択なし(3095)/交通系IC(4851)/MASTER(7993)/iD(5026)/JCB(6470)/QUICPay(1421),73,864,0
2021/08/21,81,79294,48,47702,33,MASTER(11)/交通系IC(15)/iD(5)/WAON(1)/選択なし(1),31592,MASTER(12321)/交通系IC(11340)/iD(5705)/WAON(1025)/選択なし(1201),81,979,0
2021/08/22,70,78706,47,54159,23,交通系IC(9)/MASTER(8)/QUICPay(1)/JCB(2)/iD(2)/選択なし(1),24545,交通系IC(4766)/MASTER(11621)/QUICPay(609)/JCB(3348)/iD(2210)/選択なし(1991),70,1124,0
2021/08/23,0,0,0,0,0,,0,,0,0,1
2021/08/24,48,39395,28,19754,20,交通系IC(7)/JCB(3)/iD(2)/MASTER(8),19642,交通系IC(6050)/JCB(3605)/iD(1458)/MASTER(8529),48,821,0
2021/08/25,43,36623,22,18069,21,交通系IC(11)/MASTER(4)/iD(4)/JCB(2),18554,交通系IC(8424)/MASTER(5835)/iD(2890)/JCB(1405),43,852,0
2021/08/26,43,37634,26,24057,17,JCB(4)/交通系IC(9)/iD(1)/MASTER(2)/選択なし(1),13577,JCB(4934)/交通系IC(5409)/iD(510)/MASTER(2013)/選択なし(711),43,875,0
2021/08/27,41,39573,20,16583,21,iD(2)/WAON(1)/交通系IC(9)/JCB(3)/MASTER(4)/QUICPay(2),22989,iD(2635)/WAON(899)/交通系IC(7786)/JCB(2948)/MASTER(6634)/QUICPay(2087),41,965,0
2021/08/28,66,73056,37,39737,29,交通系IC(14)/MASTER(11)/iD(2)/JCB(1)/選択なし(1),33319,交通系IC(16408)/MASTER(11623)/iD(3206)/JCB(231)/選択なし(1851),66,1107,0
2021/08/29,70,69459,35,31885,35,QUICPay(3)/iD(3)/交通系IC(13)/MASTER(9)/JCB(5)/選択なし(2),37575,QUICPay(3756)/iD(2223)/交通系IC(12145)/MASTER(10704)/JCB(5790)/選択なし(2957),70,992,0
2021/08/30,0,0,0,0,0,,0,,0,0,1
2021/08/31,54,43715,32,21128,22,JCB(3)/交通系IC(12)/iD(3)/WAON(1)/MASTER(3),22588,JCB(4596)/交通系IC(11365)/iD(2528)/WAON(646)/MASTER(3453),54,810,0
2021/09/1,60,51288,43,34299,17,交通系IC(8)/JCB(2)/iD(3)/MASTER(2)/選択なし(1)/QUICPay(1),16989,交通系IC(4984)/JCB(2208)/iD(2149)/MASTER(4125)/選択なし(2923)/QUICPay(600),60,855,0
2021/09/2,40,34477,28,23425,12,QUICPay(1)/交通系IC(7)/iD(2)/MASTER(2),11052,QUICPay(882)/交通系IC(5929)/iD(1823)/MASTER(2418),40,862,0
2021/09/3,50,36877,33,24900,17,交通系IC(7)/MASTER(4)/WAON(1)/iD(3)/JCB(2),11977,交通系IC(3344)/MASTER(3687)/WAON(656)/iD(2618)/JCB(1672),50,738,0
2021/09/4,89,89343,55,51260,34,MASTER(10)/選択なし(2)/iD(2)/交通系IC(14)/JCB(5)/QUICPay(1),38084,MASTER(15103)/選択なし(1899)/iD(2641)/交通系IC(11915)/JCB(5997)/QUICPay(529),89,1004,0
2021/09/5,82,82247,54,53999,28,交通系IC(16)/MASTER(8)/iD(2)/JCB(1)/QUICPay(1),28248,交通系IC(10361)/MASTER(12427)/iD(2017)/JCB(1742)/QUICPay(1701),82,1003,0
2021/09/6,0,0,0,0,0,,0,,0,0,1
2021/09/7,82,59890,52,34738,30,交通系IC(18)/JCB(4)/MASTER(5)/iD(2)/選択なし(1),25152,交通系IC(12705)/JCB(5378)/MASTER(5741)/iD(847)/選択なし(481),82,730,0
2021/09/8,44,35812,31,23950,13,MASTER(3)/JCB(1)/選択なし(2)/交通系IC(5)/iD(2),11862,MASTER(3414)/JCB(1372)/選択なし(1492)/交通系IC(3530)/iD(2054),44,814,0
2021/09/9,47,39761,37,26964,10,iD(2)/QUICPay(1)/MASTER(3)/交通系IC(4),12797,iD(1349)/QUICPay(1202)/MASTER(5868)/交通系IC(4378),47,846,0
2021/09/10,76,61467,50,38068,26,MASTER(8)/交通系IC(10)/iD(4)/JCB(3)/QUICPay(1),23399,MASTER(9232)/交通系IC(9842)/iD(1913)/JCB(2072)/QUICPay(340),76,809,0
2021/09/11,86,88282,60,60277,26,iD(4)/選択なし(2)/交通系IC(12)/MASTER(5)/JCB(2)/QUICPay(1),28005,iD(4629)/選択なし(1915)/交通系IC(12466)/MASTER(6180)/JCB(1454)/QUICPay(1361),86,1027,0
2021/09/12,77,71798,48,41767,29,MASTER(6)/選択なし(1)/交通系IC(13)/iD(3)/JCB(4)/QUICPay(2),30031,MASTER(4568)/選択なし(1095)/交通系IC(13042)/iD(3371)/JCB(5920)/QUICPay(2035),77,932,0
2021/09/13,0,0,0,0,0,,0,,0,0,1
2021/09/14,54,43215,36,21846,18,交通系IC(11)/JCB(1)/MASTER(4)/選択なし(2),21370,交通系IC(11483)/JCB(1511)/MASTER(4192)/選択なし(4184),54,800,0
2021/09/15,60,49264,34,26545,26,交通系IC(14)/MASTER(6)/JCB(2)/iD(4),22719,交通系IC(10256)/MASTER(5727)/JCB(1775)/iD(4961),60,821,0
2021/09/16,54,39557,34,27385,20,交通系IC(12)/MASTER(4)/JCB(2)/iD(2),12173,交通系IC(6176)/MASTER(3855)/JCB(672)/iD(1470),54,733,0
2021/09/17,58,49795,39,35514,19,iD(3)/MASTER(4)/交通系IC(7)/選択なし(2)/JCB(3),14280,iD(1992)/MASTER(4450)/交通系IC(3301)/選択なし(2077)/JCB(2460),58,859,0
2021/09/18,47,42797,31,27817,16,MASTER(1)/交通系IC(11)/iD(2)/JCB(1)/QUICPay(1),14979,MASTER(1491)/交通系IC(9788)/iD(1864)/JCB(1152)/QUICPay(684),47,911,0
2021/09/19,88,86863,56,50066,32,iD(3)/交通系IC(14)/MASTER(12)/WAON(1)/QUICPay(1)/JCB(1),36798,iD(1552)/交通系IC(11571)/MASTER(19835)/WAON(2478)/QUICPay(770)/JCB(592),88,987,0
2021/09/20,62,54633,43,35885,19,JCB(5)/交通系IC(9)/MASTER(4)/iD(1),18748,JCB(5018)/交通系IC(6400)/MASTER(6288)/iD(1042),62,881,0
2021/09/21,0,0,0,0,0,,0,,0,0,1
2021/09/22,59,51436,37,32586,22,交通系IC(10)/MASTER(6)/iD(5)/JCB(1),18850,交通系IC(7350)/MASTER(6738)/iD(3281)/JCB(1481),59,872,0
2021/09/23,80,66968,56,47830,24,交通系IC(12)/MASTER(7)/QUICPay(1)/iD(3)/WAON(1),19137,交通系IC(8203)/MASTER(8342)/QUICPay(250)/iD(2142)/WAON(200),80,837,0
2021/09/24,49,42965,29,25333,20,MASTER(9)/iD(1)/交通系IC(7)/JCB(2)/QUICPay(1),17632,MASTER(10607)/iD(965)/交通系IC(4515)/JCB(851)/QUICPay(694),49,877,0
2021/09/25,74,75646,41,41571,33,交通系IC(19)/選択なし(2)/JCB(3)/iD(3)/MASTER(6),34075,交通系IC(18472)/選択なし(2347)/JCB(2683)/iD(5326)/MASTER(5247),74,1022,0
2021/09/26,84,75893,54,50324,30,交通系IC(14)/QUICPay(1)/iD(5)/MASTER(6)/JCB(2)/WAON(2),25569,交通系IC(9190)/QUICPay(521)/iD(5149)/MASTER(5796)/JCB(2160)/WAON(2753),84,903,0
2021/09/27,0,0,0,0,0,,0,,0,0,1
2021/09/28,59,53694,38,30840,21,MASTER(9)/交通系IC(8)/WAON(2)/iD(2),22854,MASTER(15242)/交通系IC(4513)/WAON(1093)/iD(2006),59,910,0
2021/09/29,43,39325,26,24714,17,MASTER(3)/交通系IC(10)/QUICPay(1)/JCB(1)/WAON(1)/iD(1),14610,MASTER(1925)/交通系IC(7498)/QUICPay(470)/JCB(2111)/WAON(2025)/iD(581),43,915,0
2021/09/30,63,51804,40,31054,23,交通系IC(10)/iD(5)/QUICPay(1)/JCB(1)/MASTER(6),20750,交通系IC(8092)/iD(3894)/QUICPay(540)/JCB(581)/MASTER(7643),63,822,0
2021/10/1,21,17049,14,10194,7,JCB(1)/MASTER(4)/交通系IC(1)/iD(1),6856,JCB(1363)/MASTER(4449)/交通系IC(553)/iD(491),21,812,0
2021/10/2,105,96418,59,51988,46,iD(7)/選択なし(1)/交通系IC(24)/MASTER(8)/JCB(4)/WAON(2),44431,iD(6303)/選択なし(1081)/交通系IC(18042)/MASTER(13958)/JCB(3725)/WAON(1322),105,918,0
2021/10/3,81,74427,52,48435,29,JCB(4)/交通系IC(14)/iD(3)/MASTER(8),25993,JCB(2825)/交通系IC(11783)/iD(2272)/MASTER(9113),81,919,0
2021/10/4,0,0,0,0,0,,0,,0,0,1
2021/10/5,0,0,0,0,0,,0,,0,0,1
2021/10/6,53,41856,31,23888,22,選択なし(1)/交通系IC(14)/MASTER(5)/JCB(1)/iD(1),17970,選択なし(781)/交通系IC(10433)/MASTER(5791)/JCB(231)/iD(734),53,790,0
2021/10/7,63,45054,38,26572,25,交通系IC(15)/QUICPay(2)/WAON(1)/JCB(4)/MASTER(3),18483,交通系IC(9446)/QUICPay(721)/WAON(441)/JCB(5205)/MASTER(2670),63,715,0
2021/10/8,58,49504,33,30776,25,選択なし(2)/MASTER(5)/JCB(1)/iD(2)/QUICPay(1)/交通系IC(14),18728,選択なし(2073)/MASTER(4676)/JCB(525)/iD(3122)/QUICPay(365)/交通系IC(7967),58,854,0
2021/10/9,82,76855,49,45159,33,iD(8)/MASTER(8)/JCB(4)/交通系IC(12)/QUICPay(1),31695,iD(7919)/MASTER(10114)/JCB(4151)/交通系IC(9241)/QUICPay(270),82,937,0
2021/10/10,76,72596,51,44352,25,交通系IC(15)/QUICPay(2)/MASTER(4)/JCB(3)/WAON(1),28245,交通系IC(14858)/QUICPay(1745)/MASTER(5675)/JCB(5263)/WAON(704),76,955,0
2021/10/11,0,0,0,0,0,,0,,0,0,1
2021/10/12,41,33207,28,20348,13,交通系IC(5)/MASTER(3)/JCB(2)/iD(3),12859,交通系IC(3816)/MASTER(4420)/JCB(1064)/iD(3559),41,810,0
2021/10/13,52,34483,30,20013,22,MASTER(5)/交通系IC(11)/JCB(2)/選択なし(2)/iD(2),14469,MASTER(3710)/交通系IC(6194)/JCB(1514)/選択なし(1624)/iD(1427),52,663,0
2021/10/14,67,62744,38,35076,29,交通系IC(15)/JCB(1)/MASTER(9)/iD(3)/選択なし(1),27668,交通系IC(9771)/JCB(1075)/MASTER(12370)/iD(3741)/選択なし(711),67,936,0
2021/10/15,57,44034,35,24960,22,交通系IC(11)/MASTER(9)/JCB(1)/QUICPay(1),19074,交通系IC(5871)/MASTER(10381)/JCB(1481)/QUICPay(1341),57,773,0
2021/10/16,78,83261,48,50463,30,JCB(3)/選択なし(1)/交通系IC(11)/MASTER(10)/QUICPay(1)/iD(4),32799,JCB(3966)/選択なし(1072)/交通系IC(10439)/MASTER(13920)/QUICPay(340)/iD(3062),78,1067,0
2021/10/17,71,63553,37,33574,34,選択なし(1)/交通系IC(22)/MASTER(4)/iD(3)/JCB(1)/QUICPay(2)/WAON(1),29978,選択なし(1512)/交通系IC(17591)/MASTER(3157)/iD(2358)/JCB(2667)/QUICPay(1521)/WAON(1172),71,895,0
2021/10/18,0,0,0,0,0,,0,,0,0,1
2021/10/19,56,46749,37,28327,19,MASTER(4)/JCB(3)/交通系IC(8)/iD(4),18422,MASTER(6068)/JCB(3906)/交通系IC(5045)/iD(3403),56,835,0
2021/10/20,76,57274,51,39878,25,MASTER(5)/交通系IC(14)/iD(5)/JCB(1),17397,MASTER(3645)/交通系IC(9037)/iD(4484)/JCB(231),76,754,0
2021/10/21,56,46958,38,32399,18,JCB(2)/MASTER(5)/iD(2)/交通系IC(8)/QUICPay(1),14559,JCB(1764)/MASTER(3454)/iD(1994)/交通系IC(6592)/QUICPay(755),56,839,0
2021/10/22,44,38077,32,25458,13,選択なし(1)/JMS連携 交通系IC(1)/交通系IC(5)/MASTER(3)/JCB(1)/iD(1)/QUICPay(1),12618,選択なし(1151)/JMS連携 交通系IC(431)/交通系IC(3031)/MASTER(4324)/JCB(1815)/iD(1131)/QUICPay(735),44,865,0
2021/10/23,101,94182,67,57664,34,交通系IC(9)/MASTER(13)/JCB(5)/WAON(2)/iD(3)/選択なし(1)/QUICPay(1),36519,交通系IC(7651)/MASTER(13231)/JCB(4699)/WAON(3143)/iD(2596)/選択なし(1757)/QUICPay(3442),101,933,0
2021/10/24,93,87018,52,44475,41,交通系IC(21)/選択なし(2)/JCB(2)/iD(5)/MASTER(11),42543,交通系IC(18483)/選択なし(3471)/JCB(2670)/iD(4252)/MASTER(13667),93,936,0
2021/10/25,0,0,0,0,0,,0,,0,0,1
2021/10/26,55,42442,44,33679,11,交通系IC(4)/JCB(1)/MASTER(4)/iD(2),8763,交通系IC(1753)/JCB(1463)/MASTER(4586)/iD(961),55,772,0
2021/10/27,60,52177,40,27892,20,交通系IC(12)/MASTER(3)/選択なし(1)/JCB(3)/iD(1),24285,交通系IC(14459)/MASTER(3930)/選択なし(1900)/JCB(2794)/iD(1202),60,870,0
2021/10/28,67,52391,43,33139,24,JCB(3)/MASTER(7)/交通系IC(10)/iD(3)/WAON(1),19252,JCB(1855)/MASTER(6875)/交通系IC(7337)/iD(2454)/WAON(731),67,782,0
2021/10/29,67,52914,43,33495,24,JCB(2)/MASTER(5)/選択なし(1)/iD(5)/交通系IC(9)/WAON(1)/QUICPay(1),19419,JCB(1789)/MASTER(4701)/選択なし(1072)/iD(3042)/交通系IC(8024)/WAON(501)/QUICPay(290),67,790,0
2021/10/30,103,106434,60,61322,43,JCB(3)/交通系IC(24)/MASTER(6)/WAON(2)/選択なし(1)/iD(6)/QUICPay(1),45112,JCB(4049)/交通系IC(22596)/MASTER(8992)/WAON(947)/選択なし(1680)/iD(6067)/QUICPay(781),103,1033,0
2021/10/31,110,100198,66,63548,44,交通系IC(24)/MASTER(11)/JCB(1)/QUICPay(2)/選択なし(1)/iD(5),36649,交通系IC(17839)/MASTER(11269)/JCB(333)/QUICPay(1491)/選択なし(1714)/iD(4003),110,911,0
2021/11/1,0,0,0,0,0,,0,,0,0,1
2021/11/2,75,58091,50,37221,25,MASTER(10)/JCB(5)/選択なし(1)/交通系IC(5)/iD(4),20869,MASTER(10531)/JCB(3776)/選択なし(600)/交通系IC(2990)/iD(2972),75,775,0
