date,transactions,sales,sales_transactions,cash_sales,cashless_transactions,cashless_kind,cashless_sales,cashless_sales_kind,customers,Customer_unit_price,store_horiday
2022/03/21,0,0,0,0,0,,0,,0,0,1
2022/03/22,36,38748,19,18721,17,Master(5)/交通系IC(5)/JCB(3)/QUICPay(2)/iD(2),20028,Master(5966)/交通系IC(8241)/JCB(3032)/QUICPay(984)/iD(1805),36,1076,0
2022/03/23,58,49689,31,23674,27,交通系IC(10)/JCB(4)/Master(12)/iD(1),26015,交通系IC(7094)/JCB(3375)/Master(15006)/iD(540),58,857,0
2022/03/24,59,50273,32,22434,27,JCB(5)/Master(7)/交通系IC(12)/iD(2)/QUICPay(1),27838,JCB(5410)/Master(12069)/交通系IC(8741)/iD(791)/QUICPay(827),59,852,0
2022/03/25,61,51566,42,36654,19,JCB(2)/選択なし(1)/交通系IC(8)/Master(6)/iD(2),14913,JCB(911)/選択なし(730)/交通系IC(6554)/Master(5697)/iD(1021),61,845,0
2022/03/26,87,84323,49,46311,38,交通系IC(16)/Master(14)/選択なし(3)/iD(2)/JCB(2)/QUICPay(1),38012,交通系IC(16192)/Master(13650)/選択なし(4099)/iD(1120)/JCB(1420)/QUICPay(1531),87,969,0
2022/03/27,101,93386,58,56246,43,Master(18)/QUICPay(1)/交通系IC(16)/iD(5)/WAON(1)/JCB(2),37140,Master(18817)/QUICPay(200)/交通系IC(12030)/iD(4421)/WAON(330)/JCB(1342),101,925,0
2022/03/28,0,0,0,0,0,,0,,0,0,1
2022/03/29,85,73544,53,43106,32,QUICPay(3)/交通系IC(12)/Master(10)/iD(5)/選択なし(1)/JCB(1),30438,QUICPay(671)/交通系IC(11603)/Master(11491)/iD(5115)/選択なし(837)/JCB(721),85,865,0
2022/03/30,65,52525,37,30278,28,QUICPay(1)/Master(10)/交通系IC(12)/JCB(3)/選択なし(1)/WAON(1),22249,QUICPay(1038)/Master(8939)/交通系IC(8838)/JCB(2132)/選択なし(761)/WAON(541),65,808,0
2022/03/31,64,56675,32,31694,32,交通系IC(13)/JCB(7)/Master(11)/iD(1),24981,交通系IC(7622)/JCB(5386)/Master(11052)/iD(921),64,886,0
2022/04/1,49,41790,28,22223,21,Master(9)/JCB(5)/交通系IC(4)/QUICPay(3),19567,Master(8171)/JCB(4757)/交通系IC(4448)/QUICPay(2191),49,853,0
2022/04/2,91,98615,52,48667,39,交通系IC(19)/Master(13)/JCB(4)/WAON(1)/QUICPay(2),49948,交通系IC(18888)/Master(17942)/JCB(8084)/WAON(2464)/QUICPay(2570),91,1084,0
2022/04/3,66,72649,44,47280,22,交通系IC(8)/Master(8)/iD(4)/JCB(2),25369,交通系IC(8525)/Master(7172)/iD(4699)/JCB(4973),66,1101,0
2022/04/4,0,0,0,0,0,,0,,0,0,1
2022/04/5,82,71824,45,36581,37,交通系IC(17)/Master(14)/iD(4)/JCB(2),35243,交通系IC(12531)/Master(14022)/iD(4215)/JCB(4475),82,876,0
2022/04/6,63,51465,28,23919,35,JCB(5)/選択なし(1)/交通系IC(18)/Master(6)/iD(3)/WAON(1)/QUICPay(1),27546,JCB(5031)/選択なし(410)/交通系IC(12928)/Master(5469)/iD(2709)/WAON(626)/QUICPay(373),63,817,0
2022/04/7,72,63597,52,46144,20,交通系IC(11)/Master(6)/JCB(2)/iD(1),17453,交通系IC(7377)/Master(7059)/JCB(2509)/iD(508),72,883,0
2022/04/8,58,52226,35,27917,23,JCB(4)/交通系IC(9)/Master(7)/QUICPay(1)/iD(2),24309,JCB(7353)/交通系IC(4471)/Master(9872)/QUICPay(1319)/iD(1294),58,900,0
2022/04/9,102,107209,56,57850,46,JCB(3)/交通系IC(20)/iD(9)/Master(11)/QUICPay(1)/選択なし(2),49360,JCB(1933)/交通系IC(21115)/iD(7345)/Master(16161)/QUICPay(629)/選択なし(2177),102,1051,0
2022/04/10,92,87265,44,32036,48,iD(6)/交通系IC(14)/Master(21)/WAON(1)/QUICPay(2)/JCB(4),55229,iD(6740)/交通系IC(10500)/Master(28547)/WAON(2003)/QUICPay(1883)/JCB(5556),92,949,0
2022/04/11,0,0,0,0,0,,0,,0,0,1
2022/04/12,0,0,0,0,0,,0,,0,0,1
2022/04/13,67,61643,37,32803,30,QUICPay(2)/JCB(5)/交通系IC(10)/Master(8)/選択なし(1)/iD(4),28839,QUICPay(2109)/JCB(7083)/交通系IC(7146)/Master(8525)/選択なし(361)/iD(3615),67,920,0
2022/04/14,39,27814,26,20233,13,Master(4)/交通系IC(5)/JCB(3)/WAON(1),7582,Master(3461)/交通系IC(1730)/JCB(1865)/WAON(526),39,713,0
2022/04/15,45,37533,24,18266,21,Master(7)/交通系IC(8)/選択なし(1)/iD(1)/WAON(1)/JCB(2)/QUICPay(1),19268,Master(9573)/交通系IC(4784)/選択なし(616)/iD(241)/WAON(832)/JCB(1564)/QUICPay(1658),45,834,0
2022/04/16,92,95100,41,40485,51,Master(19)/選択なし(1)/交通系IC(19)/JCB(4)/iD(5)/QUICPay(3),54615,Master(22664)/選択なし(695)/交通系IC(20840)/JCB(4889)/iD(3911)/QUICPay(1616),92,1034,0
2022/04/17,107,95569,64,54181,43,交通系IC(14)/Master(10)/iD(6)/JCB(7)/選択なし(4)/QUICPay(2),41390,交通系IC(10979)/Master(11699)/iD(5863)/JCB(6301)/選択なし(4856)/QUICPay(1692),107,893,0
2022/04/18,0,0,0,0,0,,0,,0,0,1
2022/04/19,77,60536,49,39175,28,選択なし(1)/交通系IC(18)/QUICPay(2)/JCB(3)/Master(4),21362,選択なし(165)/交通系IC(12831)/QUICPay(630)/JCB(2820)/Master(4916),77,786,0
2022/04/20,65,46571,35,23807,30,交通系IC(15)/Master(6)/iD(3)/WAON(1)/選択なし(2)/JCB(2)/QUICPay(1),22765,交通系IC(10909)/Master(4184)/iD(2290)/WAON(638)/選択なし(3330)/JCB(1204)/QUICPay(210),65,716,0
2022/04/21,48,46266,32,23907,16,Master(7)/交通系IC(7)/iD(2),22359,Master(9995)/交通系IC(8981)/iD(3383),48,964,0
2022/04/22,57,48137,37,28990,20,JCB(4)/選択なし(1)/iD(3)/Master(5)/交通系IC(6)/QUICPay(1),19147,JCB(3868)/選択なし(476)/iD(2720)/Master(6429)/交通系IC(5126)/QUICPay(528),57,845,0
2022/04/23,82,84262,49,45429,33,iD(4)/交通系IC(13)/Master(11)/選択なし(2)/JCB(1)/QUICPay(2),38833,iD(4310)/交通系IC(12748)/Master(13398)/選択なし(5736)/JCB(741)/QUICPay(1900),82,1028,0
2022/04/24,94,91114,50,45939,44,交通系IC(19)/Master(12)/QUICPay(2)/JCB(5)/WAON(2)/選択なし(1)/iD(3),45174,交通系IC(17886)/Master(12757)/QUICPay(1494)/JCB(4103)/WAON(1891)/選択なし(1954)/iD(5089),94,969,0
2022/04/25,0,0,0,0,0,,0,,0,0,1
2022/04/26,42,33492,24,20364,18,交通系IC(13)/Master(3)/iD(2),13128,交通系IC(8899)/Master(3232)/iD(997),42,797,0
2022/04/27,51,45321,28,21483,23,交通系IC(11)/QUICPay(2)/Master(4)/iD(3)/選択なし(1)/JCB(2),23839,交通系IC(8502)/QUICPay(1209)/Master(7075)/iD(3099)/選択なし(966)/JCB(2988),51,889,0
2022/04/28,58,43332,36,27256,22,Master(9)/QUICPay(1)/iD(3)/交通系IC(6)/JCB(3),16075,Master(6215)/QUICPay(512)/iD(3417)/交通系IC(3512)/JCB(2419),58,747,0
2022/04/29,64,64859,31,34781,33,交通系IC(11)/Master(13)/JCB(4)/WAON(2)/iD(2)/QUICPay(1),30078,交通系IC(7445)/Master(13865)/JCB(2994)/WAON(1101)/iD(2975)/QUICPay(1698),64,1013,0
2022/04/30,85,89012,39,39004,46,交通系IC(16)/Master(18)/JCB(4)/iD(5)/選択なし(1)/QUICPay(2),50009,交通系IC(15761)/Master(22812)/JCB(5097)/iD(3659)/選択なし(1069)/QUICPay(1611),85,1047,0
2022/05/1,61,61111,31,28523,31,Master(9)/WAON(2)/交通系IC(16)/iD(2)/選択なし(1)/JCB(1),32588,Master(11505)/WAON(1424)/交通系IC(15837)/iD(1502)/選択なし(1815)/JCB(505),61,1002,0
2022/05/2,0,0,0,0,0,,0,,0,0,1
2022/05/3,96,90795,47,37122,49,Master(19)/交通系IC(20)/iD(6)/選択なし(1)/JCB(3),53674,Master(26829)/交通系IC(16093)/iD(5613)/選択なし(1489)/JCB(3650),96,946,0
2022/05/4,83,79757,46,46322,37,QUICPay(1)/iD(4)/Master(14)/交通系IC(16)/選択なし(1)/JCB(1),33437,QUICPay(540)/iD(2512)/Master(14675)/交通系IC(14213)/選択なし(330)/JCB(1167),83,961,0
2022/05/5,82,80457,53,54764,29,JCB(6)/iD(5)/交通系IC(13)/Master(5),25693,JCB(4428)/iD(5960)/交通系IC(11097)/Master(4208),82,981,0
2022/05/6,42,37380,27,25085,15,交通系IC(7)/JCB(2)/iD(1)/Master(5),12295,交通系IC(6342)/JCB(1034)/iD(631)/Master(4288),42,890,0
2022/05/7,78,82215,46,44698,32,QUICPay(3)/交通系IC(14)/Master(10)/iD(3)/JCB(2),37517,QUICPay(3241)/交通系IC(12957)/Master(14987)/iD(3826)/JCB(2506),78,1054,0
2022/05/8,92,84437,52,46348,40,交通系IC(14)/Master(13)/選択なし(2)/iD(4)/JCB(6)/QUICPay(1),38089,交通系IC(10216)/Master(13890)/選択なし(1920)/iD(3731)/JCB(7932)/QUICPay(400),92,918,0
2022/05/9,0,0,0,0,0,,0,,0,0,1
2022/05/10,0,0,0,0,0,,0,,0,0,1
2022/05/11,75,59976,41,30542,34,交通系IC(14)/Master(9)/iD(7)/QUICPay(1)/JCB(3),29434,交通系IC(9827)/Master(10841)/iD(4050)/QUICPay(1315)/JCB(3401),75,800,0
2022/05/12,56,37742,38,27224,18,Master(4)/交通系IC(11)/JCB(1)/iD(2),10518,Master(2989)/交通系IC(6429)/JCB(310)/iD(790),56,674,0
2022/05/13,27,23845,17,14449,10,選択なし(1)/JCB(2)/交通系IC(4)/Master(2)/iD(1),9396,選択なし(1401)/JCB(1182)/交通系IC(2445)/Master(2286)/iD(2082),27,883,0
2022/05/14,77,84728,44,47288,33,Master(8)/JCB(3)/選択なし(2)/交通系IC(19)/iD(1),37440,Master(11016)/JCB(4453)/選択なし(1703)/交通系IC(19319)/iD(949),77,1100,0
2022/05/15,87,88446,47,39583,40,交通系IC(13)/Master(13)/iD(3)/QUICPay(3)/JCB(8),48862,交通系IC(9671)/Master(22274)/iD(1716)/QUICPay(2641)/JCB(12560),87,1017,0
2022/05/16,0,0,0,0,0,,0,,0,0,1
2022/05/17,66,50145,38,24430,28,Master(12)/交通系IC(8)/iD(4)/JCB(3)/選択なし(1),25715,Master(13145)/交通系IC(4642)/iD(2910)/JCB(3877)/選択なし(1141),66,760,0
2022/05/18,67,50018,44,30005,23,JCB(2)/交通系IC(8)/Master(9)/iD(2)/QUICPay(2),20013,JCB(2230)/交通系IC(5998)/Master(8738)/iD(1673)/QUICPay(1374),67,747,0
2022/05/19,50,40806,39,30786,11,交通系IC(6)/Master(4)/iD(1),10021,交通系IC(4595)/Master(4771)/iD(655),50,816,0
2022/05/20,52,40065,33,24535,19,Master(11)/交通系IC(4)/JCB(3)/iD(1),15531,Master(9935)/交通系IC(2267)/JCB(3054)/iD(275),52,770,0
2022/05/21,77,84049,41,39870,36,iD(6)/交通系IC(6)/QUICPay(3)/Master(10)/JCB(8)/選択なし(3),44179,iD(2391)/交通系IC(6617)/QUICPay(1896)/Master(16162)/JCB(11665)/選択なし(5448),77,1092,0
2022/05/22,72,75058,39,35415,33,Master(14)/交通系IC(12)/JCB(6)/QUICPay(1),39643,Master(18254)/交通系IC(13357)/JCB(7250)/QUICPay(782),72,1042,0
2022/05/23,0,0,0,0,0,,0,,0,0,1
2022/05/24,50,41273,29,22882,21,JCB(1)/交通系IC(7)/iD(4)/Master(6)/選択なし(3),18391,JCB(700)/交通系IC(5132)/iD(3333)/Master(6346)/選択なし(2880),50,825,0
2022/05/25,53,42688,28,22128,25,交通系IC(8)/Master(11)/JCB(2)/QUICPay(2)/iD(2),20560,交通系IC(5070)/Master(9904)/JCB(1316)/QUICPay(796)/iD(3474),53,805,0
2022/05/26,60,42565,40,25738,20,Master(8)/交通系IC(8)/選択なし(1)/iD(2)/JCB(1),16825,Master(8008)/交通系IC(5943)/選択なし(530)/iD(1714)/JCB(630),60,709,0
2022/05/27,29,21160,19,13185,10,Master(3)/交通系IC(7),7974,Master(3125)/交通系IC(4849),29,730,0
2022/05/28,83,77846,53,45076,30,交通系IC(11)/Master(11)/iD(4)/JCB(1)/QUICPay(3),32770,交通系IC(9796)/Master(14822)/iD(4840)/JCB(491)/QUICPay(2821),83,938,0
2022/05/29,75,70967,34,30085,41,JCB(7)/Master(12)/iD(5)/交通系IC(15)/WAON(1)/QUICPay(1),40882,JCB(9589)/Master(10954)/iD(8022)/交通系IC(9978)/WAON(540)/QUICPay(1799),75,946,0
2022/05/30,0,0,0,0,0,,0,,0,0,1
2022/05/31,53,53209,35,38749,18,交通系IC(7)/Master(10)/QUICPay(1),14460,交通系IC(4888)/Master(9362)/QUICPay(210),53,1004,0
2022/06/1,47,39100,25,19166,22,交通系IC(8)/QUICPay(1)/Master(11)/iD(1)/JCB(1),19936,交通系IC(6569)/QUICPay(423)/Master(11994)/iD(469)/JCB(481),47,832,0
2022/06/2,57,40227,33,24759,24,交通系IC(11)/iD(2)/Master(9)/JCB(1)/選択なし(1),15468,交通系IC(5772)/iD(1770)/Master(6348)/JCB(580)/選択なし(998),57,706,0
2022/06/3,58,41560,35,26102,23,Master(8)/交通系IC(10)/iD(3)/JCB(2),15459,Master(5931)/交通系IC(6564)/iD(1761)/JCB(1203),58,717,0
2022/06/4,78,83795,45,44494,33,JCB(5)/交通系IC(7)/WAON(2)/QUICPay(2)/Master(12)/選択なし(1)/iD(4),39301,JCB(5196)/交通系IC(5984)/WAON(3183)/QUICPay(2129)/Master(15358)/選択なし(2180)/iD(5271),78,1074,0
2022/06/5,75,74651,44,39300,31,交通系IC(9)/Master(11)/iD(6)/JCB(4)/選択なし(1),35351,交通系IC(6143)/Master(14635)/iD(6598)/JCB(5740)/選択なし(2235),75,995,0
2022/06/6,0,0,0,0,0,,0,,0,0,1
2022/06/7,66,55751,39,34537,27,選択なし(1)/iD(4)/交通系IC(12)/Master(7)/JCB(3),21214,選択なし(891)/iD(2298)/交通系IC(7027)/Master(7062)/JCB(3936),66,845,0
2022/06/8,63,44401,38,23574,25,Master(10)/交通系IC(9)/JCB(3)/QUICPay(2)/iD(1),20827,Master(9061)/交通系IC(5292)/JCB(3359)/QUICPay(2076)/iD(1039),63,705,0
2022/06/9,63,45127,37,22136,26,JCB(5)/交通系IC(8)/Master(8)/iD(3)/QUICPay(1)/選択なし(1),22992,JCB(5262)/交通系IC(4400)/Master(7125)/iD(3007)/QUICPay(490)/選択なし(2708),63,716,0
2022/06/10,61,52334,30,26211,31,Master(13)/交通系IC(10)/選択なし(1)/iD(2)/JCB(3)/QUICPay(2),26123,Master(12681)/交通系IC(5607)/選択なし(360)/iD(1726)/JCB(5339)/QUICPay(410),61,858,0
2022/06/11,85,91329,45,43544,40,交通系IC(13)/QUICPay(2)/Master(12)/選択なし(2)/iD(6)/JCB(5),47784,交通系IC(9886)/QUICPay(750)/Master(19085)/選択なし(2383)/iD(10164)/JCB(5516),85,1074,0
2022/06/12,90,81715,52,39980,38,交通系IC(17)/Master(12)/JCB(2)/WAON(2)/iD(4)/QUICPay(1),41735,交通系IC(13768)/Master(15679)/JCB(2708)/WAON(1689)/iD(6787)/QUICPay(1104),90,908,0
2022/06/13,0,0,0,0,0,,0,,0,0,1
2022/06/14,0,0,0,0,0,,0,,0,0,1
2022/06/15,55,42433,28,21685,26,交通系IC(13)/iD(4)/Master(6)/JCB(2)/選択なし(1),19362,交通系IC(6952)/iD(3827)/Master(6789)/JCB(1584)/選択なし(210),55,772,0
2022/06/16,50,45451,31,29372,19,Master(7)/交通系IC(7)/JCB(2)/QUICPay(1)/iD(1)/選択なし(1),16078,Master(5074)/交通系IC(5553)/JCB(1258)/QUICPay(360)/iD(1104)/選択なし(2729),50,909,0
2022/06/17,52,47998,37,26665,15,JCB(7)/Master(4)/QUICPay(1)/交通系IC(3),21334,JCB(9317)/Master(5706)/QUICPay(1976)/交通系IC(4335),52,923,0
2022/06/18,84,89516,40,39108,44,交通系IC(11)/WAON(1)/Master(19)/選択なし(1)/JCB(5)/iD(5)/QUICPay(2),50407,交通系IC(12005)/WAON(713)/Master(22589)/選択なし(510)/JCB(5759)/iD(7890)/QUICPay(941),84,1066,0
2022/06/19,64,57936,33,26362,31,交通系IC(11)/JCB(2)/Master(12)/iD(4)/QUICPay(1)/選択なし(1),31576,交通系IC(9733)/JCB(2783)/Master(13274)/iD(4553)/QUICPay(580)/選択なし(653),64,905,0
2022/06/20,0,0,0,0,0,,0,,0,0,1
2022/06/21,45,39978,25,21877,20,Master(9)/交通系IC(6)/iD(3)/選択なし(1)/JCB(1),18102,Master(9842)/交通系IC(3324)/iD(3339)/選択なし(986)/JCB(611),45,888,0
2022/06/22,46,48094,27,29516,19,Master(11)/交通系IC(5)/JCB(3),18579,Master(12556)/交通系IC(2629)/JCB(3394),46,1046,0
2022/06/23,59,51345,32,23335,27,iD(6)/交通系IC(14)/Master(5)/JCB(1)/選択なし(1),28009,iD(5366)/交通系IC(15584)/Master(3328)/JCB(2140)/選択なし(1591),59,870,0
2022/06/24,40,36794,26,25511,14,Master(3)/JCB(3)/交通系IC(5)/iD(2)/QUICPay(1),11283,Master(1804)/JCB(2625)/交通系IC(3842)/iD(2257)/QUICPay(755),40,920,0
2022/06/25,49,57252,23,21752,26,Master(9)/iD(4)/交通系IC(9)/選択なし(1)/QUICPay(1)/JCB(2),35499,Master(16764)/iD(5129)/交通系IC(8338)/選択なし(1995)/QUICPay(1229)/JCB(2044),49,1168,0
2022/06/26,56,51809,30,27025,26,交通系IC(10)/JCB(2)/Master(6)/選択なし(1)/iD(6)/QUICPay(1),24784,交通系IC(8342)/JCB(2130)/Master(7580)/選択なし(386)/iD(5636)/QUICPay(710),56,925,0
2022/06/27,0,0,0,0,0,,0,,0,0,1
2022/06/28,43,35713,20,14324,23,交通系IC(7)/Master(6)/JCB(5)/iD(4)/選択なし(1),21388,交通系IC(5475)/Master(7249)/JCB(2678)/iD(3219)/選択なし(2767),43,831,0
2022/06/29,45,41552,21,19188,24,JCB(4)/交通系IC(10)/Master(6)/QUICPay(1)/選択なし(2)/iD(1),22363,JCB(7256)/交通系IC(5826)/Master(5653)/QUICPay(779)/選択なし(2126)/iD(723),45,923,0
2022/06/30,31,25669,20,15735,11,Master(4)/JCB(2)/交通系IC(5),9933,Master(4187)/JCB(2335)/交通系IC(3411),31,828,0
2022/07/1,27,22994,22,18536,5,交通系IC(2)/Master(2)/JCB(1),4459,交通系IC(1235)/Master(2493)/JCB(731),27,852,0
2022/07/2,74,74694,41,43330,33,JCB(3)/iD(5)/Master(12)/交通系IC(12)/QUICPay(1),31364,JCB(3098)/iD(4438)/Master(14855)/交通系IC(7588)/QUICPay(1385),74,1009,0
2022/07/3,49,44636,30,25522,19,交通系IC(9)/JCB(3)/Master(5)/iD(2),19114,交通系IC(7475)/JCB(4609)/Master(4837)/iD(2193),49,911,0
2022/07/4,0,0,0,0,0,,0,,0,0,1
2022/07/5,56,48343,33,30892,23,交通系IC(11)/Master(5)/JCB(1)/iD(5)/QUICPay(1),17450,交通系IC(7319)/Master(4850)/JCB(869)/iD(4117)/QUICPay(295),56,863,0
2022/07/6,58,42705,29,19830,29,交通系IC(19)/WAON(1)/JCB(4)/iD(1)/Master(2)/選択なし(1)/QUICPay(1),22877,交通系IC(13006)/WAON(330)/JCB(3513)/iD(1514)/Master(1379)/選択なし(2750)/QUICPay(385),58,736,0
2022/07/7,45,36734,30,23720,15,交通系IC(4)/Master(5)/JCB(3)/iD(2)/QUICPay(1),13015,交通系IC(2600)/Master(6243)/JCB(2822)/iD(975)/QUICPay(375),45,816,0
2022/07/8,47,38267,27,17879,20,交通系IC(6)/Master(9)/iD(3)/JCB(2),20387,交通系IC(6721)/Master(8806)/iD(2948)/JCB(1912),47,814,0
2022/07/9,77,82394,38,32932,39,iD(6)/交通系IC(16)/Master(12)/JCB(4)/選択なし(1),49462,iD(6512)/交通系IC(17324)/Master(19545)/JCB(5251)/選択なし(830),77,1070,0
2022/07/10,104,90446,48,39056,56,JCB(2)/選択なし(1)/Master(19)/交通系IC(29)/iD(2)/WAON(1)/QUICPay(2),51391,JCB(1907)/選択なし(1051)/Master(19785)/交通系IC(24764)/iD(970)/WAON(525)/QUICPay(2389),104,870,0
2022/07/11,0,0,0,0,0,,0,,0,0,1
2022/07/12,0,0,0,0,0,,0,,0,0,1
2022/07/13,40,34526,24,18492,16,Master(5)/交通系IC(10)/WAON(1),16034,Master(5104)/交通系IC(9851)/WAON(1079),40,863,0
2022/07/14,34,33580,17,16170,17,選択なし(2)/Master(4)/iD(4)/交通系IC(7),17409,選択なし(3308)/Master(3826)/iD(3149)/交通系IC(7126),34,988,0
2022/07/15,35,33000,22,20994,13,iD(2)/Master(6)/JCB(1)/交通系IC(4),12006,iD(2866)/Master(4997)/JCB(970)/交通系IC(3173),35,943,0
2022/07/16,78,82281,32,27704,46,JCB(8)/Master(15)/交通系IC(10)/iD(9)/選択なし(1)/WAON(2)/QUICPay(1),54577,JCB(7824)/Master(21135)/交通系IC(10994)/iD(6858)/選択なし(1820)/WAON(3788)/QUICPay(2158),78,1055,0
2022/07/17,66,62221,38,34365,28,交通系IC(14)/iD(3)/Master(10)/JCB(1),27856,交通系IC(9839)/iD(4601)/Master(11645)/JCB(1771),66,943,0
2022/07/18,0,0,0,0,0,,0,,0,0,1
2022/07/19,50,46699,28,22758,22,交通系IC(6)/JCB(5)/Master(7)/WAON(1)/iD(3),23940,交通系IC(4389)/JCB(6999)/Master(8083)/WAON(583)/iD(3886),50,934,0
2022/07/20,40,30931,20,15962,20,交通系IC(8)/Master(6)/JCB(3)/iD(1)/WAON(1)/選択なし(1),14969,交通系IC(3196)/Master(4797)/JCB(3117)/iD(1373)/WAON(2006)/選択なし(480),40,773,0
2022/07/21,44,39110,23,21989,21,iD(3)/交通系IC(9)/JCB(2)/Master(7),17120,iD(1672)/交通系IC(7626)/JCB(1903)/Master(5919),44,889,0
2022/07/22,46,40828,23,19398,23,交通系IC(9)/JCB(3)/Master(7)/WAON(1)/選択なし(1)/iD(2),21430,交通系IC(7274)/JCB(4053)/Master(5858)/WAON(1430)/選択なし(645)/iD(2170),46,888,0
2022/07/23,57,56933,30,24491,27,JCB(5)/Master(4)/iD(7)/交通系IC(9)/選択なし(2),32441,JCB(7174)/Master(6380)/iD(8329)/交通系IC(6669)/選択なし(3889),57,999,0
2022/07/24,74,71503,40,29894,34,交通系IC(12)/Master(9)/iD(6)/JCB(4)/QUICPay(2)/選択なし(1),41609,交通系IC(11729)/Master(12021)/iD(7608)/JCB(5142)/QUICPay(3130)/選択なし(1979),74,966,0
2022/07/25,0,0,0,0,0,,0,,0,0,1
2022/07/26,34,25001,24,17936,10,交通系IC(4)/JCB(2)/Master(1)/iD(3),7066,交通系IC(1773)/JCB(1811)/Master(762)/iD(2720),34,735,0
2022/07/27,47,39768,29,25780,18,交通系IC(9)/JCB(3)/Master(2)/iD(3)/選択なし(1),13989,交通系IC(4024)/JCB(2415)/Master(1510)/iD(2494)/選択なし(3546),47,846,0
2022/07/28,47,42708,26,26288,21,QUICPay(1)/交通系IC(8)/JCB(1)/iD(5)/Master(5)/選択なし(1),16420,QUICPay(332)/交通系IC(6460)/JCB(1103)/iD(3593)/Master(4391)/選択なし(541),47,909,0
2022/07/29,41,38161,22,20149,19,交通系IC(5)/iD(4)/WAON(1)/Master(6)/JCB(3),18012,交通系IC(2930)/iD(3261)/WAON(839)/Master(8085)/JCB(2897),41,931,0
2022/07/30,69,76669,34,36402,35,交通系IC(13)/Master(11)/選択なし(2)/JCB(4)/iD(5),40266,交通系IC(13508)/Master(17123)/選択なし(1546)/JCB(3202)/iD(4887),69,1111,0
2022/07/31,40,39652,29,27273,11,交通系IC(5)/JCB(1)/Master(2)/iD(3),12379,交通系IC(3720)/JCB(364)/Master(4330)/iD(3965),40,991,0
2022/08/1,0,0,0,0,0,,0,,0,0,1
2022/08/2,33,30598,22,19597,11,Master(5)/iD(3)/交通系IC(3),11001,Master(5217)/iD(2409)/交通系IC(3375),33,927,0
2022/08/3,43,33950,28,21495,15,交通系IC(9)/Master(4)/iD(2),12456,交通系IC(8152)/Master(3038)/iD(1266),43,790,0
2022/08/4,33,27454,22,18482,11,交通系IC(7)/Master(1)/JCB(2)/iD(1),8971,交通系IC(5926)/Master(798)/JCB(1428)/iD(819),33,832,0
2022/08/5,40,36296,29,26677,11,交通系IC(5)/Master(2)/iD(3)/JCB(1),9620,交通系IC(4077)/Master(2337)/iD(2661)/JCB(545),40,907,0
2022/08/6,83,84832,38,36120,45,iD(7)/交通系IC(16)/Master(12)/WAON(1)/JCB(6)/選択なし(1)/QUICPay(2),48712,iD(7077)/交通系IC(12529)/Master(15781)/WAON(330)/JCB(10659)/選択なし(751)/QUICPay(1585),83,1022,0
2022/08/7,69,68648,37,33659,32,Master(11)/交通系IC(11)/JCB(3)/選択なし(2)/QUICPay(1)/iD(3)/WAON(1),34989,Master(9831)/交通系IC(12443)/JCB(3496)/選択なし(3216)/QUICPay(660)/iD(4627)/WAON(716),69,995,0
2022/08/8,0,0,0,0,0,,0,,0,0,1
2022/08/9,0,0,0,0,0,,0,,0,0,1
2022/08/10,0,0,0,0,0,,0,,0,0,1
2022/08/11,0,0,0,0,0,,0,,0,0,1
2022/08/12,0,0,0,0,0,,0,,0,0,1
